LavatoryID,Description,City,Street,IsOpen24Hours,PostalCode,Location,Country,Longitude,Latitude,Price,isOwnedByWall,isHandicappedAccessible,canBePayedWithCoins,canBePayedInApp,canBePayedWithNFC,hasChangingTable,hasUrinal,LabelID,FID
Wall_34524,Toilette U-Bhf. Olympia-Stadion,Berlin,Rossitter Platz (bei Veranst.),No,14053,Charlottenburg,Deutschland,13.24938,52.51746,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,873
Wall_34522,Toilette Coubertinplatz,Berlin,Trakehner Allee hinter ggü. 7 (bei Veranst.),No,14053,Charlottenburg,Deutschland,13.240781,52.5121801,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,274
Wall_34518,Toilette Gutsmuthsweg,Berlin,Trakehner Allee vor ggü. 3 (bei Veranst.),No,14053,Charlottenburg,Deutschland,13.2435201,52.512991,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,276
Wall_5333,Toilette Glockenturmstr. 1,Berlin,"Waldbühne/Maifeld, Passenheimer Str. (bei Veranst.)",No,14053,Charlottenburg,Deutschland,13.23063889,52.51361111,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,203
Fremd_116,Toilette Friedhof Heerstraße (an der Friedhofskapelle),Berlin,Friedhof Heerstraße (an der Friedhofskapelle),No Data,14053,Charlottenburg,Deutschland,13.24907803,52.5148825,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,964
Fremd_118,Toilette Friedhof Heerstraße (Eingangsbereich Insterburgallee),Berlin,Friedhof Heerstraße (Eingangsbereich Insterburgallee),No Data,14053,Charlottenburg,Deutschland,13.253641,52.512298,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,966
Wall_122611,"Wall CT, Jesse-Owens-Allee",Berlin,Jesse-Owens-Allee vor ggü. 2 (0-24 Uhr),Yes,14053,Charlottenburg,Deutschland,13.23682913,52.51062285,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,872
Wall_122609,"Wall CT, Olympischer Platz",Berlin,Olympischer Platz 6 (0-24 Uhr),Yes,14053,Charlottenburg,Deutschland,13.24435372,52.51559745,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,202
Wall_122610,"Wall CT, Trakehner Allee",Berlin,Trakehner Allee hinter ggü. 7 (0-24 Uhr),Yes,14053,Charlottenburg,Deutschland,13.24082699,52.51219565,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,162
Wall_122608,"Wall CT, Trakehner Allee",Berlin,Trakehner Allee vor ggü. 3 (0-24 Uhr),Yes,14053,Charlottenburg,Deutschland,13.24342558,52.51295136,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,273
Wall_5365,Toilette Scholzplatz stew. (ex. Scholzplatz),Berlin,Heerstr. (0-24 Uhr),Yes,14055,Charlottenburg-Wilmersdorf,Deutschland,13.22763889,52.5065,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,196
Wall_123902,"Wall CT, Lietzenseepark, Kaiserdamm",Berlin,"Lietzenseepark, Kaiserdamm ggü. 8 (0-24 Uhr)",Yes,14057,Charlottenburg-Wilmersdorf,Deutschland,13.29092873,52.51025412,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,922
Wall_122589,"Wall CT, Klausenerplatz",Berlin,Klausenerplatz ggü. 23 (0-24 Uhr),Yes,14059,Charlottenburg-Wilmersdorf,Deutschland,13.29035651,52.51879627,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,65
Fremd_145,Toilette Landhausgarten Fraenkel,Berlin,Landhausgarten Fraenkel,No Data,14089,Spandau,Deutschland,13.3607668,52.4292303,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,995
Fremd_146,Toilette Landschaftsfriedhof Gatow,Berlin,Landschaftsfriedhof Gatow,No Data,14089,Spandau,Deutschland,13.1547685,52.49708884,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,996
Wall_123562,"Wall CT, Alt-Gatow",Berlin,Alt-Gatow hinter 65 (0-24 Uhr),Yes,14089,Spandau,Deutschland,13.18358238,52.48393111,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,802
Wall_5373,Toilette Haus Nr. 15 (ex. Groß Glienicker See/Badewiese),Berlin,"Groß Glienicker See , Uferpromenade (0-24 Uhr)",Yes,14089,Spandau,Deutschland,13.119,52.47119444,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,248
Wall_5374,Toilette Im Dohl (Groß Glienicker See/DLRG-Wasserrettungsstation) (ex. Groß Glienicker See/Pferdek.),Berlin,"Groß Glienicker See , verlängerte Uferpromenade (0-24 Uhr)",Yes,14089,Spandau,Deutschland,13.11545833,52.46125,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,249
Wall_120942,"Wall CT, Imchenplatz, Imchenallee",Berlin,"Imchenplatz, Imchenallee (0-24 Uhr)",Yes,14089,Spandau,Deutschland,13.14891875,52.452525,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,50
Wall_120001,"Wall CT, Kladower Damm",Berlin,Kladower Damm 387 (0-24 Uhr),Yes,14089,Spandau,Deutschland,13.14391838,52.45375126,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,71
Wall_5371,Toilette Uferweg (Große Badewiese) (ex. Große Badewiese/Waldschluchtpfad),Berlin,verlängerter Waldschluchtpfad (0-24 Uhr),Yes,14089,Spandau,Deutschland,13.18155556,52.46983333,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,250
Wall_5355,Toilette Anlegestelle Wannsee (hi. Kronprinzessinenweg),Berlin,"Wannsee , Rönnebypromenade (07-22 Uhr)",No,14109,Steglitz-Zehlendorf,Deutschland,13.17622222,52.42147222,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,847
Fremd_153,"Toilette Friedenstr. 8-10, 14109 Berlin",Berlin,"Friedenstr. 8-10, 14109 Berlin",No Data,14109,Steglitz-Zehlendorf,Deutschland,13.14164789,52.41363293,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,1004
Fremd_151,Toilette Pfaueninselchaussee Rettungsstation Jagen 97,Berlin,Pfaueninselchaussee Rettungsstation Jagen 97,No Data,14109,Steglitz-Zehlendorf,Deutschland,13.21491,52.44044,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,1002
Wall_5387,Toilette Parkplatz Große Steinlake,Berlin,Havelchaussee (0-24 Uhr),Yes,14109,Steglitz-Zehlendorf,Deutschland,13.18988889,52.45458333,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,961
Wall_5388,Toilette Wasserrettungsstation Heckeshorn/Großer Wannsee,Berlin,"Heckeshorn , Uferweg (0-24 Uhr)",Yes,14109,Steglitz-Zehlendorf,Deutschland,13.16505556,52.43480556,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,253
Wall_101003,Toilette Ottmachauer Steig (oberhalb Badestelle Ostufer),Berlin,"Krumme Lanke, Quermatenweg (0-24 Uhr)",Yes,14109,Steglitz-Zehlendorf,Deutschland,13.24057481,52.45358117,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,269
Wall_5390,Toilette Heuweg (Wasserrettungsstation Alter Hof/Jagen 95),Berlin,Uferpromenade (0-24 Uhr),Yes,14109,Steglitz-Zehlendorf,Deutschland,13.14322222,52.43241667,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,272
Wall_5389,Toilette Pfaueninselchaussee (Wasserrettungsstation Jagen 97),Berlin,Uferpromenade (0-24 Uhr),Yes,14109,Steglitz-Zehlendorf,Deutschland,13.12941667,52.42938889,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,270
Fremd_152,Toilette Südende Schlachtensee ggü. Nr. 145,Berlin,Südende Schlachtensee ggü. Nr. 145,No Data,14129,Steglitz-Zehlendorf,Deutschland,13.25644,52.43837,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,1003
Fremd_12,Toilette Wannsee (Sommerbetrieb),Berlin,Wannsee (Sommerbetrieb),No Data,14129,Steglitz-Zehlendorf,Deutschland,13.17935,52.43684,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,968
Wall_123175,"Wall CT, Am Schlachtensee",Berlin,Am Schlachtensee (0-24 Uhr),Yes,14129,Steglitz-Zehlendorf,Deutschland,13.21444588,52.44015847,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,890
Wall_5392,Toilette Paul-Ernst-Park (Schlachtensee),Berlin,"Schlachtensee , Am Schlachtensee (0-24 Uhr)",Yes,14129,Steglitz-Zehlendorf,Deutschland,13.21547222,52.44077778,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,256
Wall_112911,Toilette Uferweg,Berlin,"Schlachtensee , Am Schlachtensee ggü. 145 (0-24 Uhr)",Yes,14129,Steglitz-Zehlendorf,Deutschland,13.19922876,52.43650689,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,954
Wall_120010,"Wall CT, Argentinische Allee",Berlin,Argentinische Allee (0-24 Uhr),Yes,14163,Steglitz-Zehlendorf,Deutschland,13.24017109,52.44234287,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,77
Wall_123924,"Wall CT, Onkel-Tom-Str.",Berlin,Onkel-Tom-Str. 95 (0-24 Uhr),Yes,14163,Steglitz-Zehlendorf,Deutschland,13.25176639,52.4489334,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,889
Wall_120011,"Wall CT, S-Bhf. Zehlendorf, Teltower Damm",Berlin,"S-Bhf. Zehlendorf, Teltower Damm 37-39 (0-24 Uhr)",Yes,14165,Steglitz-Zehlendorf,Deutschland,13.259629,52.430962,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,29
Wall_123923,"Wall CT, Sundgauer Str.",Berlin,Sundgauer Str. 109 (0-24 Uhr),Yes,14167,Steglitz-Zehlendorf,Deutschland,13.27464965,52.43523367,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,906
Wall_123925,"Wall CT, Argentinische Allee",Berlin,Argentinische Allee hinter 253 (0-24 Uhr),Yes,14169,Steglitz-Zehlendorf,Deutschland,13.26961478,52.45090718,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,313
Wall_120751,"Wall CT, Fontanestr.",Berlin,Fontanestr. (0-24 Uhr),Yes,14193,Steglitz-Zehlendorf,Deutschland,13.263703,52.487504,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,92
Wall_5383,Toilette (Wanderwegekreuzung mit Umgehungschaussee) (ex.Grunewaldsee Ost),Berlin,Grunewaldsee-Ostufer (0-24 Uhr),Yes,14193,Steglitz-Zehlendorf,Deutschland,13.26611111,52.47180556,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,960
Wall_5385,Toilette Friedenthalpark (Badewiese Halensee) (ex. Halensee/Badewiese),Berlin,"Halensee , Halenseestr. (0-24 Uhr)",Yes,14193,Steglitz-Zehlendorf,Deutschland,13.28333333,52.49561111,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,195
Wall_5384,Toilette Parkplatz Lieper Bucht (ex. Lieper Bucht/Parkplatz Havelchaussee),Berlin,Havelchaussee (0-24 Uhr),Yes,14193,Steglitz-Zehlendorf,Deutschland,13.19816667,52.4695,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,268
Wall_5382,Toilette Hüttenweg/AVUS A115,Berlin,Kronprinzessinnenweg (0-24 Uhr),Yes,14193,Steglitz-Zehlendorf,Deutschland,13.23525,52.46897222,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,254
Wall_5391,Toilette Parkplatz Südufer Krumme Lanke,Berlin,"Krumme Lanke , Fischerhüttenweg (0-24 Uhr)",Yes,14193,Steglitz-Zehlendorf,Deutschland,13.22883333,52.44775,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,251
Wall_5386,Toilette Neuer Schildhornweg (Badewiese Teufelssee) (ex. Teufelssee),Berlin,"Teufelssee , Schildhornweg (0-24 Uhr)",Yes,14193,Steglitz-Zehlendorf,Deutschland,13.23469444,52.48952778,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,208
Fremd_154,"Toilette Königin-Luise-Str. 57 (Friedhof), 14195 Berlin",Berlin,"Königin-Luise-Str. 57 (Friedhof), 14195 Berlin",No Data,14195,Steglitz-Zehlendorf,Deutschland,13.28612418,52.4588973,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,1005
Wall_120446,"Wall CT, Breitenbachplatz",Berlin,Breitenbachplatz 8 (0-24 Uhr),Yes,14195,Steglitz-Zehlendorf,Deutschland,13.30866482,52.46723679,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,79
Wall_120230,"Wall CT, Eberbacher Str.",Berlin,Eberbacher Str. 24 (0-24 Uhr),Yes,14197,Charlottenburg-Wilmersdorf,Deutschland,13.30926853,52.47332458,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,104
Wall_11952,Toilette Rüdesheimer Str.,Berlin,Rüdesheimer Platz 6 (0-24 Uhr),Yes,14197,Charlottenburg-Wilmersdorf,Deutschland,13.314755,52.473363,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,207
Wall_122940,"Wall CT, Berkaer Str.",Berlin,Berkaer Str. vor 1 (0-24 Uhr),Yes,14199,Charlottenburg-Wilmersdorf,Deutschland,13.29041806,52.47575169,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,904
Wall_120224,"Wall CT, Hohenzollerndamm",Berlin,Hohenzollerndamm (0-24 Uhr),Yes,14199,Charlottenburg-Wilmersdorf,Deutschland,13.28197635,52.47694105,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,6
Fremd_120,Toilette Friedhof Schmargendorf,Berlin,Friedhof Schmargendorf,No Data,14199,Charlottenburg-Wilmersdorf,Deutschland,13.292135,52.473386,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,969
